symbol,industry,sector,volume,pe_ratio,pb_ratio,dividend_yield,pe_comp,pb_comp,div_comp,value_metric,buy_to_sell_ratio,news
VTIP,Investment Trusts Or Mutual Funds,Miscellaneous,3273070.0,,,0.7564,0.0,0.0,0.0,0.0,,[]
MDLN,Medical Specialties,Health Technology,3690319.0,31.689203,3.42058,0.0,1.1044771305860863,1.4968221763560563,0.0,2.601,24.0,[]
MTG,Property/Casualty Insurance,Finance,2821323.0,9.243457,1.23714,1.997933,1.6227694898131728,2.020789886350777,0.0,3.644,1.0,[]
KO,Beverages: Non-Alcoholic,Consumer Non-Durables,30572781.0,24.823955,10.0887,2.730647,0.0,0.0,0.0,0.0,20.0,[]
VICI,Real Estate Investment Trusts,Finance,6500694.0,10.889459,1.09351,6.267581,1.377478899548637,2.2862159468134724,2.0891936666666666,5.753,17.0,[]
WTBA,Regional Banks,Finance,64261.0,11.820652,1.5321,4.10509,1.268965535911217,1.6317472749820507,1.3683633333333332,4.269,,[]
SNY,Pharmaceuticals: Major,Health Technology,2642612.0,19.078893,1.32238,3.482876,4.193115397208842,3.932303876344167,1.1609586666666667,9.286,4.0,[]
PDX,Investment Trusts/Mutual Funds,Miscellaneous,59765.0,,,0.0,0.0,0.0,0.0,0.0,,[]
SFTX,Investment Trusts Or Mutual Funds,Miscellaneous,18038.0,,,0.0,0.0,0.0,0.0,0.0,,[]
SRE,Gas Distributors,Utilities,2627447.0,33.659762,1.91022,2.803915,0.0,1.3087497775125378,0.0,1.309,15.0,[]
BOH,Regional Banks,Finance,311512.0,15.881759,2.06585,3.557362,0.0,1.2101556260135051,1.1857873333333333,2.396,2.0,[]
AM,Oil & Gas Pipelines,Industrial Services,2023245.0,25.219119,5.18763,4.170528,0.0,0.0,1.390176,1.39,0.0,"[{'title': ""Kinder Morgan's Q1 Earnings Beat on Natural Gas Pipeline Strength"", 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/sectors/energy/articles/kinder-morgans-q1-earnings-beat-134000543.html', 'summary': ""KMI's bottom line beats Q1 2026 estimates as Natural Gas Pipelines drive earnings, with strong volumes and a $10.1B backlog supporting growth outlook."", 'pub_date': '2026-04-23T13:40:00Z', 'formatted_date': '04-23-2026'}]"
PAG,Specialty Stores,Retail Trade,513240.0,11.333253,1.89323,3.347071,2.776784388383459,3.908664029198777,1.1156903333333337,7.801,7.0,[]
UMC,Semiconductors,Electronic Technology,12209443.0,21.805633,2.43498,3.180299,2.151737580835191,5.737213447338377,1.0600996666666669,8.949,0.0,[]
P,Computer Peripherals,Electronic Technology,1980337.0,134.834123,16.9031,0.0,0.0,0.0,0.0,0.0,16.0,[]
CDNA,Medical Specialties,Health Technology,770760.0,-55.41,3.67049,0.0,0.0,1.3949091265743812,0.0,1.395,4.0,
TCBK,Regional Banks,Finance,124155.0,12.818629,1.21928,2.787112,1.1701719427249202,2.050390394331081,0.0,3.221,3.0,[]
IYK,Investment Trusts Or Mutual Funds,Miscellaneous,139766.0,20.116787,4.944137,2.8727,0.0,0.0,0.0,0.0,,
NAVN,Packaged Software,Technology Services,2078651.0,-9.94,3.28366,0.0,0.0,2.7408440581546203,0.0,2.741,15.0,[]
GUSE,Investment Trusts Or Mutual Funds,Miscellaneous,5182.0,29.741804,5.824573,0.9201,0.0,0.0,0.0,0.0,,[]
KPCPY,Regional Banks,Finance,26897.0,8.910404,1.55651,4.088171,1.6834253531040793,1.6061573648739809,1.3627236666666669,4.652,,[]
STAA,Medical Specialties,Health Technology,705484.0,-16.37,3.82956,0.0,0.0,1.3369682156696854,0.0,1.337,2.0,[]
EHC,Medical/Nursing Services,Health Services,803378.0,18.216278,4.13899,0.713436,0.0,0.0,0.0,0.0,13.0,[]
SLE,Internet Software/Services,Technology Services,8111.0,-0.02,0.246808,0.0,0.0,36.465592687433144,0.0,36.466,,[]
POM,Medical Distributors,Distribution Services,8305084.0,,,0.0,0.0,0.0,0.0,0.0,,[]
CMI,Auto Parts: OEM,Producer Manufacturing,609970.0,32.237102,7.39307,1.18345,0.0,0.0,0.0,0.0,13.0,[]
AWK,Water Utilities,Utilities,1234144.0,23.161442,2.37663,2.508336,0.0,1.0519096367545642,0.0,1.052,2.0,[]
LIVN,Medical Specialties,Health Technology,848933.0,-14.17,2.88778,0.0,0.0,1.7729882470271283,0.0,1.773,8.0,[]
MMU,Investment Trusts/Mutual Funds,Miscellaneous,81764.0,225.827815,0.921911,6.392962,0.0,2.711758510311733,2.130987333333333,4.843,,[]
HKXCY,Investment Banks/Brokers,Finance,67437.0,29.173604,8.89419,2.393764,0.0,0.0,0.0,0.0,24.0,[]
SBCF,Regional Banks,Finance,1012912.0,20.087641,1.14185,2.339551,0.0,2.1894294346893197,0.0,2.189,2.0,
EFOR,Information Technology Services,Technology Services,2421119.0,9.278578,0.48519,0.0,1.895764631175165,6.780848739668995,0.0,8.677,1.0,[]
CHWY,Internet Retail,Retail Trade,6392927.0,48.203364,21.0272,0.0,0.0,0.0,0.0,0.0,25.0,[]
TNDM,Medical Specialties,Health Technology,1463061.0,-6.46,8.72286,0.0,0.0,0.0,0.0,0.0,12.0,[]
PHK,Investment Trusts/Mutual Funds,Miscellaneous,556474.0,9.106729,1.00899,12.229299,1.6471336744510572,2.477725250002478,4.076433,8.201,,[]
PFE,Pharmaceuticals: Major,Health Technology,56402420.0,19.758094,1.76151,6.420306,4.048973549776613,2.9520127617782475,2.140102,9.141,12.0,[]
CEPV,Financial Conglomerates,Finance,6794.0,264.082687,1.28975,0.0,0.0,1.938360147315371,0.0,1.938,,[]
JMSB,Regional Banks,Finance,39038.0,14.606817,1.16494,1.791456,1.026917774077679,2.1460332720998503,0.0,3.173,,
STIP,Investment Trusts Or Mutual Funds,Miscellaneous,630882.0,,,0.9804,0.0,0.0,0.0,0.0,,"[{'title': 'THRO Attracts $3.2B in Assets as Dow Slides 817 Points', 'publisher': 'etf.com', 'link': 'http://www.etf.com/sections/daily-etf-flows/thro-attracts-32b-assets-dow-slides-817-points?utm_source=yahoo-finance&utm_medium=rss&utm_campaign=yahoo-finance-rss', 'summary': ""- THRO led massive ETF inflows amid Wednesday's market selloff. - Treasury bond ETFs gained as yields spiked to October 2023 highs."", 'pub_date': '2025-05-22T22:45:00Z', 'formatted_date': '05-22-2025'}]"
ANET,Computer Peripherals,Electronic Technology,7313034.0,62.659401,17.5182,0.0,0.0,0.0,0.0,0.0,29.0,[]
EZPW,Finance/Rental/Leasing,Finance,893736.0,20.684755,1.84502,0.0,0.0,1.354998861800956,0.0,1.355,5.0,[]
BR,Information Technology Services,Technology Services,760767.0,17.307373,6.33716,2.433487,1.0163298612677962,0.0,0.0,1.016,7.0,[]
DUKB,Electric Utilities,Utilities,35997.0,,,0.0,0.0,0.0,0.0,0.0,,[]
PBI,Packaged Software,Technology Services,3746930.0,18.823248,-2.9564,2.096569,1.965654386533079,0.0,0.0,1.966,,[]
MP,Other Metals/Minerals,Non-Energy Minerals,3856330.0,-125.3,5.81884,0.0,0.0,0.0,0.0,0.0,17.0,[]
VTHR,Investment Trusts Or Mutual Funds,Miscellaneous,58280.0,28.5281,4.70279,1.1655,0.0,0.0,0.0,0.0,,[]
OKTA,Packaged Software,Technology Services,2507056.0,58.091096,1.92941,0.0,0.0,4.664638412779036,0.0,4.665,35.0,"[{'title': '3 Monster Stocks to Hold for the Next 20 Years', 'publisher': 'Motley Fool', 'link': 'https://www.fool.com/investing/2026/04/28/3-monster-stocks-to-hold-for-the-next-20-years/', 'summary': 'Okta, ASML, and Enbridge are buy-and-forget-it stocks that should deliver for decades.', 'pub_date': '2026-04-28T15:05:00Z', 'formatted_date': '04-28-2026'}]"
SNPS,Packaged Software,Technology Services,1546036.0,77.044569,3.12434,0.0,0.0,2.880608384490804,0.0,2.881,17.0,[]
CPSH,Metal Fabrication,Producer Manufacturing,260211.0,190.47619,3.79703,0.0,0.0,0.0,0.0,0.0,,[]
LKNCY,Food: Specialty/Candy,Consumer Non-Durables,814955.0,19.882066,3.97883,0.0,0.0,0.0,0.0,0.0,11.0,[]
ZBRA,Computer Processing Hardware,Electronic Technology,638244.0,27.011831,3.05464,0.0,0.0,3.3620983160045044,0.0,3.362,14.0,[]
PW,Real Estate Investment Trusts,Finance,23741.0,-0.91,-0.8309,0.0,0.0,0.0,0.0,0.0,,[]
IMAX,Electronics/Appliances,Consumer Durables,910753.0,59.117694,5.92372,0.0,0.0,0.0,0.0,0.0,11.0,[]
DOCN,Packaged Software,Technology Services,2644851.0,39.340808,-317.1169,0.0,0.0,0.0,0.0,0.0,13.0,[]
BMOP,Investment Trusts Or Mutual Funds,Miscellaneous,210518.0,,,0.0,0.0,0.0,0.0,0.0,,[]
STX,Computer Peripherals,Electronic Technology,5131630.0,67.384396,283.139,0.490048,0.0,0.0,0.0,0.0,22.0,[]
CWEN,Alternative Power Generation,Utilities,702303.0,28.90438,2.54874,4.377588,0.0,0.0,1.4591960000000002,1.459,11.0,[]
GSIE,Investment Trusts Or Mutual Funds,Miscellaneous,279012.0,16.963598,1.997464,2.7206,0.0,1.2515870123316366,0.0,1.252,,
UTF,Investment Trusts/Mutual Funds,Miscellaneous,251308.0,6.643939,1.02766,7.029455,2.2576968271382385,2.432711207987077,2.3431516666666665,7.034,,[]
FATE,Biotechnology,Health Technology,737604.0,-1.14,0.729415,0.0,0.0,6.55319673985317,0.0,6.553,5.0,[]
NHC,Hospital/Nursing Management,Health Services,65300.0,22.99459,2.56398,1.451412,0.0,0.0,0.0,0.0,,[]
INTC,Semiconductors,Electronic Technology,143552668.0,-135.7,3.83239,0.0,0.0,3.645244873303605,0.0,3.645,15.0,[]
TIME,Investment Trusts Or Mutual Funds,Miscellaneous,7229.0,36.687565,7.577889,0.7318,0.0,0.0,0.0,0.0,,[]
VXUS,Investment Trusts Or Mutual Funds,Miscellaneous,4504461.0,16.9147,1.86967,2.5772,0.0,1.3371343606090915,0.0,1.337,,[]
PRCH,Property/Casualty Insurance,Finance,3425536.0,-185.48,-40.5787,0.0,0.0,0.0,0.0,0.0,7.0,
NRG,Electric Utilities,Utilities,1895970.0,39.987516,29.5721,1.120824,0.0,0.0,0.0,0.0,14.0,[]
ILLU,Financial Conglomerates,Finance,53880.0,,-4311.4035,0.0,0.0,0.0,0.0,0.0,,[]
RIGS,Investment Trusts Or Mutual Funds,Miscellaneous,2497.0,,,4.6993,0.0,0.0,1.5664333333333331,1.566,,[]
CAM,Investment Trusts Or Mutual Funds,Miscellaneous,238579.0,,,0.0,0.0,0.0,0.0,0.0,,[]
BC,Trucks/Construction/Farm Machinery,Producer Manufacturing,458765.0,-38.25,3.20094,2.157376,0.0,0.0,0.0,0.0,10.0,[]
CVE,Integrated Oil,Energy Minerals,6534791.0,17.294156,2.18808,2.158953,0.0,1.1425542027713795,0.0,1.143,16.0,[]
GOOG,Internet Software/Services,Technology Services,17048345.0,32.249468,10.1451,0.241019,1.1473057478033435,0.0,0.0,1.147,61.0,[]
STRL,Engineering & Construction,Industrial Services,428604.0,53.910066,13.9901,0.0,0.0,0.0,0.0,0.0,9.0,[]
YPF,Integrated Oil,Energy Minerals,1471412.0,-21.74,1.53934,0.0,0.0,1.6240726545142723,0.0,1.624,10.0,[]
BTE,Integrated Oil,Energy Minerals,23483697.0,23.71,2.08207,1.358744,0.0,1.2007281215328975,0.0,1.201,6.0,[]
LOGI,Computer Peripherals,Electronic Technology,723623.0,19.91835,5.97782,1.473197,1.30532900566563,1.7180176050801126,0.0,3.023,8.0,[]
VKTX,Pharmaceuticals: Major,Health Technology,1836432.0,-10.36,5.92501,0.0,0.0,0.0,0.0,0.0,17.0,[]
JBLU,Airlines,Transportation,22128823.0,-2.96,0.86217,0.0,0.0,6.57642924249278,0.0,6.576,1.0,[]
OVF,Investment Trusts Or Mutual Funds,Miscellaneous,17145.0,14.6097,1.81336,3.0718,1.0267151276206905,1.3786561962324082,1.0239333333333334,3.429,,[]
THC,Hospital/Nursing Management,Health Services,1148403.0,11.977405,3.8228,0.0,1.2523580859125998,0.0,0.0,1.252,21.0,[]
HD,Home Improvement Chains,Retail Trade,3544500.0,23.356833,25.8309,2.777611,1.3473573236577063,0.0,0.0,1.347,23.0,"[{'title': '3 Dividend Stocks to Buy and Hold Forever', 'publisher': 'Motley Fool', 'link': 'https://www.fool.com/investing/2026/04/29/3-dividend-stocks-to-buy-and-hold-forever/', 'summary': 'These stocks have long, proven track records and excellent future opportunities.', 'pub_date': '2026-04-29T16:52:00Z', 'formatted_date': '04-29-2026'}]"
CGNX,Electronic Equipment/Instruments,Electronic Technology,1614706.0,81.530265,6.16654,0.59902,0.0,0.0,0.0,0.0,17.0,[]
AAT,Real Estate Investment Trusts,Finance,389628.0,23.057671,1.13039,6.418122,0.0,2.2116260759560857,2.139374,4.351,,
AXSM,Biotechnology,Health Technology,639313.0,-50.73,107.995,0.0,0.0,0.0,0.0,0.0,20.0,[]
HURC,Industrial Machinery,Producer Manufacturing,12292.0,-7.47,0.546044,0.0,0.0,4.5783856246016805,0.0,4.578,,[]
CHE,Hospital/Nursing Management,Health Services,486668.0,23.040781,5.91757,0.544095,0.0,0.0,0.0,0.0,,[]
GHC,Other Consumer Services,Consumer Services,21227.0,17.476365,1.0567,0.6267,1.144402740501243,5.204883126715246,0.0,6.349,,[]
BKMS,Investment Trusts Or Mutual Funds,Miscellaneous,34194.0,,,0.0,0.0,0.0,0.0,0.0,,[]
SEDG,Electrical Products,Producer Manufacturing,2250569.0,-6.89,6.6903,0.0,0.0,0.0,0.0,0.0,1.0,[]
TBRG,Managed Health Care,Health Services,960001.0,88.537005,2.16616,0.0,0.0,1.1541160394430696,0.0,1.154,0.0,[]
CTSO,Medical Specialties,Health Technology,31605.0,-4.59,6.51133,0.0,0.0,0.0,0.0,0.0,,[]
ALYAF,Information Technology Services,Technology Services,658.0,-6.02,0.879856,0.0,0.0,3.7392482406211927,0.0,3.739,,[]
RWEOY,Electric Utilities,Utilities,74691.0,14.678967,1.31316,1.230547,1.0218702719339856,1.9038045630387763,0.0,2.926,17.0,[]
DNKEY,Major Banks,Finance,40611.0,11.977751,1.44784,4.900091,1.2523219091797784,1.7267101337164328,1.6333636666666669,4.612,14.0,[]
LYV,Movies/Entertainment,Consumer Services,1646593.0,-666.2,135.941,0.0,0.0,0.0,0.0,0.0,22.0,[]
NFLX,Internet Software/Services,Technology Services,33236301.0,46.46,12.3664,0.0,0.0,0.0,0.0,0.0,41.0,"[{'title': '25 Billion Reasons to Buy Netflix Stock Right Now', 'publisher': 'Motley Fool', 'link': 'https://www.fool.com/investing/2026/04/29/25-billion-reasons-to-buy-netflix-stock-right-now/', 'summary': ""The stock hasn't been this cheap in three years, and Netflix is putting its money where its mouth is."", 'pub_date': '2026-04-29T19:18:03Z', 'formatted_date': '04-29-2026'}]"
NYT,Publishing: Newspapers,Consumer Services,1901511.0,38.17493,6.31111,0.904409,0.0,0.0,0.0,0.0,7.0,[]
UE,Real Estate Investment Trusts,Finance,1112347.0,29.363477,2.13133,3.574702,0.0,1.1729764982428812,1.1915673333333332,2.365,3.0,[]
SRPT,Pharmaceuticals: Major,Health Technology,2244602.0,-2.49,1.93066,0.0,0.0,2.6933794660893167,0.0,2.693,8.0,"[{'title': 'Sarepta Therapeutics (SRPT) Reports Next Week: Wall Street Expects Earnings Growth', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/sarepta-therapeutics-srpt-reports-next-140008089.html', 'summary': 'Sarepta Therapeutics (SRPT) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.', 'pub_date': '2026-04-29T14:00:08Z', 'formatted_date': '04-29-2026'}]"
AAEQ,Investment Trusts Or Mutual Funds,Miscellaneous,105.0,28.853619,5.702866,0.9857,0.0,0.0,0.0,0.0,,[]
RY,Major Banks,Finance,1057636.0,16.840791,2.5975,2.520847,0.0,0.0,0.0,0.0,,[]
BIXI,Financial Conglomerates,Finance,2479.0,1990.0,1.41195,0.0,0.0,1.770600941959701,0.0,1.771,,[]
UAPR,Investment Trusts Or Mutual Funds,Miscellaneous,23995.0,,,0.0,0.0,0.0,0.0,0.0,,[]
RSPC,Investment Trusts Or Mutual Funds,Miscellaneous,3058.0,21.692371,2.690224,1.1963,0.0,0.0,0.0,0.0,,[]
ZD,Internet Software/Services,Technology Services,410998.0,41.859052,1.05551,0.0,0.0,8.526683783194853,0.0,8.527,3.0,[]
DAO,Internet Software/Services,Technology Services,63613.0,88.12199,-4.6109,0.0,0.0,0.0,0.0,0.0,,[]
RILY,Investment Banks/Brokers,Finance,886493.0,1.018907,-1.3833,0.0,14.72165761939019,0.0,0.0,14.722,,
USDP,Oil & Gas Pipelines,Industrial Services,15934.0,,,0.0,0.0,0.0,0.0,0.0,,[]
PIE,Investment Trusts Or Mutual Funds,Miscellaneous,59659.0,24.408167,3.254937,1.9683,0.0,0.0,0.0,0.0,,[]
ICHR,Industrial Machinery,Producer Manufacturing,1030621.0,-45.94,3.66596,0.0,0.0,0.0,0.0,0.0,6.0,[]
MARPS,Investment Trusts/Mutual Funds,Miscellaneous,4847.0,13.342391,9.72547,6.717515,1.1242362781903183,0.0,2.2391716666666666,3.363,,[]
AMKR,Semiconductors,Electronic Technology,7488630.0,50.249186,4.18265,0.439593,0.0,3.3399878067732183,0.0,3.34,7.0,[]
PKG,Containers/Packaging,Process Industries,1513724.0,25.852045,4.12387,2.352498,0.0,0.0,0.0,0.0,6.0,[]
GMED,Medical Specialties,Health Technology,681814.0,23.876261,2.76711,0.0,1.465891162774607,1.8503059148353336,0.0,3.316,11.0,"[{'title': 'GEHC Q1 Earnings Miss Estimates, Revenues Beat, Net Margin Declines', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/sectors/healthcare/articles/gehc-q1-earnings-miss-estimates-162300354.html', 'summary': 'GE HealthCare misses Q1 EPS but tops revenue estimates as Imaging, AVS and PDx growth offset PCS weakness; shares slide due to margin pressure.', 'pub_date': '2026-04-29T16:23:00Z', 'formatted_date': '04-29-2026'}]"
ASX,Semiconductors,Electronic Technology,9166073.0,51.322575,6.09592,0.846891,0.0,2.291696741427053,0.0,2.292,,[]
PICS,Miscellaneous Commercial Services,Commercial Services,218483.0,8066.666667,2.21864,0.0,0.0,1.1268164280820685,0.0,1.127,8.0,[]
MIGO,Investment Trusts Or Mutual Funds,Miscellaneous,573015.0,,,0.0,0.0,0.0,0.0,0.0,,[]
AMTM,Aerospace & Defense,Electronic Technology,1046356.0,64.944099,1.39863,0.0,0.0,3.632125723028964,0.0,3.632,5.0,[]
EBAY,Internet Retail,Retail Trade,3797081.0,23.109892,9.75736,1.176588,1.822596141946488,0.0,0.0,1.823,10.0,[]
SPY,Investment Trusts Or Mutual Funds,Miscellaneous,42207801.0,28.139866,5.434811,1.0836,0.0,0.0,0.0,0.0,,[]
MLKN,Office Equipment/Supplies,Producer Manufacturing,697692.0,121.859475,0.879108,4.368084,0.0,2.843791661547842,1.456028,4.3,,[]
SCI,Other Consumer Services,Consumer Services,1397643.0,22.693805,7.35789,1.529548,0.0,0.0,0.0,0.0,7.0,[]
NWE,Electric Utilities,Utilities,375844.0,24.634677,1.54283,3.655677,0.0,1.620398877387658,1.218559,2.839,2.0,[]
PMM,Investment Trusts Or Mutual Funds,Miscellaneous,130147.0,36.686391,0.924607,4.867742,0.0,2.703851474193901,1.622580666666667,4.326,,[]
ABT,Medical Specialties,Health Technology,11533582.0,25.853183,3.09143,2.586207,1.3537984858576213,1.656191471260873,0.0,3.01,24.0,[]
ACES,Investment Trusts Or Mutual Funds,Miscellaneous,15112.0,-25.217379,2.710468,0.7962,0.0,0.0,0.0,0.0,,[]
BCAL,Regional Banks,Finance,154795.0,9.783455,1.05927,1.061571,1.5332006944377012,2.3601159288944276,0.0,3.893,,
DEI,Real Estate Investment Trusts,Finance,1917460.0,123.303167,0.958405,6.972477,0.0,2.6085005816956297,2.324159,4.933,1.0,"[{'title': 'How Douglas Emmett (DEI) Narrative Is Shifting As Analysts Reassess Growth And Valuation', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/douglas-emmett-dei-narrative-shifting-190646872.html', 'summary': 'Douglas Emmett’s fair value estimate has been reset slightly lower, shifting from US$11.65 to US$11.55, a modest 0.9% move that keeps the name in roughly the same valuation zone. This adjustment lines up with fresh Street research, where several firms have trimmed price targets into the US$10 to US$11.50 band and maintained more neutral ratings as they weigh earnings power and capital allocation. As you read on, you will see how this evolving analyst narrative can help you track what might...', 'pub_date': '2026-04-29T19:06:46Z', 'formatted_date': '04-29-2026'}]"
FOSL,Other Consumer Specialties,Consumer Durables,572602.0,-3.15,2.51475,0.0,0.0,1.8769261357987872,0.0,1.877,,[]
IYE,Investment Trusts Or Mutual Funds,Miscellaneous,1133560.0,20.261835,2.45127,2.5554,0.0,1.0198794910393387,0.0,1.02,,[]
GENB,Biotechnology,Health Technology,349734.0,,,0.0,0.0,0.0,0.0,0.0,6.0,[]
GPRK,Oil & Gas Production,Energy Minerals,544280.0,9.586057,1.94378,3.831169,1.5647726693050124,1.286153782835506,1.2770563333333331,4.128,,[]
BOSC,Semiconductors,Electronic Technology,70572.0,8.44258,1.18275,0.0,5.557542836431518,11.81145635172268,0.0,17.369,,[]
CUZ,Real Estate Investment Trusts,Finance,2434898.0,104.539775,0.901008,5.099602,0.0,2.774670147212899,1.6998673333333334,4.475,10.0,[]
PFGC,Other Transportation,Transportation,1617484.0,40.262453,2.97182,0.0,0.0,1.9079217449239856,0.0,1.908,15.0,[]
BMRN,Biotechnology,Health Technology,1185945.0,29.813819,1.6998,0.0,1.9088463641642153,2.8120955406518418,0.0,4.721,22.0,[]
PBW,Investment Trusts Or Mutual Funds,Miscellaneous,644921.0,-17.971931,2.766685,0.1668,0.0,0.0,0.0,0.0,,[]
AVA,Electric Utilities,Utilities,376327.0,17.239207,1.24549,4.780755,0.0,2.00724212960361,1.593585,3.601,1.0,[]
ALRS,Major Banks,Finance,132464.0,38.158282,1.16658,3.238242,0.0,2.143016338356564,1.079414,3.222,,[]
LIVE,Home Furnishings,Consumer Durables,1079.0,2.008945,0.427107,0.0,6.122616597268715,10.770134884232755,0.0,16.893,,[]
MSFT,Packaged Software,Technology Services,30245236.0,26.579657,8.07416,0.81917,1.392042041776536,1.114667036570987,0.0,2.507,55.0,[]
INGM,Information Technology Services,Technology Services,961159.0,21.66236,1.66992,1.047051,0.0,1.9701542588866532,0.0,1.97,6.0,[]
HOOD,Investment Banks/Brokers,Finance,25865314.0,40.96121,8.27861,0.0,0.0,0.0,0.0,0.0,23.0,[]
FE,Electric Utilities,Utilities,4426320.0,28.016093,2.28369,3.600324,0.0,1.0947195109669,1.200108,2.295,9.0,"[{'title': 'FirstEnergy Sees Revenue Growth in Q1, Earnings Match Estimates', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/firstenergy-sees-revenue-growth-q1-152300048.html', 'summary': ""FE's first-quarter revenues have risen 10.5% to $4.2B, core EPS met estimates and the Energize365 capital plan of $36B for 2026-2030 and full-year guidance are reaffirmed."", 'pub_date': '2026-04-29T15:23:00Z', 'formatted_date': '04-29-2026'}]"
ADAPY,Biotechnology,Health Technology,72411.0,-0.01,-0.0191,0.0,0.0,0.0,0.0,0.0,,[]
VFC,Apparel/Footwear,Consumer Non-Durables,7913732.0,35.123367,4.24295,1.859504,0.0,0.0,0.0,0.0,8.0,[]
SATA,Investment Trusts/Mutual Funds,Miscellaneous,232719.0,,,0.0,0.0,0.0,0.0,0.0,,[]
TXG,Biotechnology,Health Technology,1843293.0,-63.73,3.57261,0.0,0.0,1.337957403690859,0.0,1.338,6.0,[]
NMRK,Real Estate Development,Finance,1107525.0,24.055084,2.04402,0.730816,0.0,1.2230800090018688,0.0,1.223,6.0,[]
PHG,Medical Specialties,Health Technology,876442.0,25.767216,2.03587,2.734691,1.3583151551956565,2.5148953518643133,0.0,3.873,9.0,[]
UPS,Air Freight/Couriers,Transportation,12530734.0,16.51183,5.66247,6.060606,1.945271965614956,1.0013298083698456,2.020202,4.967,13.0,
PRN,Investment Trusts Or Mutual Funds,Miscellaneous,31855.0,56.0947,8.966413,0.2318,0.0,0.0,0.0,0.0,,[]
AVTR,Medical Specialties,Health Technology,8146966.0,-10.25,0.976737,0.0,0.0,5.241943327630673,0.0,5.242,4.0,[]
IACO,Finance/Rental/Leasing,Finance,157.0,,-17927.2727,0.0,0.0,0.0,0.0,0.0,,[]
ORLY,Specialty Stores,Retail Trade,4655532.0,31.01332,-101.4349,0.0,1.0147252857804323,0.0,0.0,1.015,25.0,[]
FIS,Packaged Software,Technology Services,3943136.0,62.671798,1.68634,3.596491,0.0,5.337002028060771,1.1988303333333332,6.536,20.0,[]
WIX,Packaged Software,Technology Services,882210.0,87.213675,-11.4982,0.0,0.0,0.0,0.0,0.0,19.0,[]
DCO,Aerospace & Defense,Electronic Technology,159806.0,-61.43,3.19332,0.0,0.0,1.5908208385003697,0.0,1.591,,[]
ISTB,Investment Trusts Or Mutual Funds,Miscellaneous,465752.0,,,2.4159,0.0,0.0,0.0,0.0,,[]
NEE,Electric Utilities,Utilities,7197859.0,24.075249,3.58047,2.44933,0.0,0.0,0.0,0.0,17.0,[]
BSBR,Major Banks,Finance,708170.0,19.41811,2.91418,3.349478,0.0,0.0,1.1164926666666666,1.116,5.0,[]
TTI,Chemicals: Specialty,Process Industries,1010130.0,439.189189,4.60823,0.0,0.0,0.0,0.0,0.0,,[]
CHRD,Integrated Oil,Energy Minerals,711055.0,186.445498,0.967282,3.7766,0.0,2.5845616893522263,1.2588666666666668,3.843,16.0,[]
BIP,Alternative Power Generation,Utilities,458930.0,41.203334,3.39927,4.835134,0.0,0.0,1.6117113333333333,1.612,11.0,[]
OKE,Oil & Gas Pipelines,Industrial Services,4866451.0,16.18705,2.4575,4.740741,0.0,1.017293997965412,1.580247,2.598,14.0,
PBR,Integrated Oil,Energy Minerals,14261124.0,6.852136,1.78018,5.099618,2.189098406686616,1.4043523688615758,1.6998726666666668,5.293,11.0,[]
ODFL,Trucking,Transportation,2488881.0,45.582885,10.6686,0.512402,0.0,0.0,0.0,0.0,9.0,[]
CELH,Beverages: Non-Alcoholic,Consumer Non-Durables,5016707.0,132.348243,7.20618,0.0,0.0,0.0,0.0,0.0,20.0,[]
OXBRW,Specialty Insurance,Finance,600.0,,,0.0,0.0,0.0,0.0,0.0,,[]
ENFR,Investment Trusts Or Mutual Funds,Miscellaneous,56109.0,21.045444,3.420503,4.3321,0.0,0.0,1.4440333333333333,1.444,,[]
PVL,Investment Trusts/Mutual Funds,Miscellaneous,27416.0,17.917448,1.61748,7.905759,0.0,1.5456141652447015,2.635253,4.181,,[]
BOKF,Major Banks,Finance,289020.0,13.414388,1.35351,1.803698,1.1182023361781397,1.8470495230918131,0.0,2.965,2.0,
IRM,Real Estate Investment Trusts,Finance,1822726.0,232.234809,-33.9959,2.925055,0.0,0.0,0.0,0.0,11.0,[]
REET,Investment Trusts Or Mutual Funds,Miscellaneous,1787086.0,29.531464,1.735521,3.863,0.0,1.440489628186579,1.2876666666666667,2.728,,[]
FMBH,Regional Banks,Finance,87819.0,11.343791,1.08561,2.281632,1.3223092703312325,2.3028527740164515,0.0,3.625,4.0,[]
SGI,Home Furnishings,Consumer Durables,2199424.0,43.32244,5.37177,0.779482,0.0,0.0,0.0,0.0,9.0,[]
AGYS,Packaged Software,Technology Services,149008.0,61.557836,5.92152,0.0,0.0,1.519880030802902,0.0,1.52,6.0,[]
GF,Investment Trusts/Mutual Funds,Miscellaneous,31263.0,3.367612,0.910082,1.282872,4.454194841923595,2.7470052149147,0.0,7.201,,[]
